Unnamed: 0,message,label
40,"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  ",1
123,My love for black people does not mean I resent white people.,0
2272,I'm extra lazy today 😟,0
489,"don't know why i was   yesterday (yes i do) but today im usual happy, but fatigued. :)",0
3171,Getting a temporary break in the  to enjoy Rounda Rousey's loss ???„ Abusive bitch deserved it.,0
715,I feel so confused Right now... One topic is telling me- you gotta move on or ditch this dude....  Another topic appeared saying- let's have a good time baby...  What the fuck dudes..,0
593,everything is coming back to me all of a sudden. This ... is not a good feeling at all,1
1128,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.,1
34,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness.",0
78,to combat  make your bed in the AM so you're less inclined to get back in it & stay there all day.,0
1844,Literally going to make 2016 the best of it cause this year was true hell  ????,0
2652,the only problem people should have in the morning is burning their tounges on hot coffee (like i just did),0
2339,Honestly I could use someone to talk to....,1
114,Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,0
1536,Temp dropped ...sky dark n our birds went crazy in #pdx we enjoyed #SolarEclipse2017 #amazing,0
422,"5. KDRAMASSSSS ofcourse, PLL, bigbang theory, greys anatomy, grim, game of thrones",0
1679,Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful,0
767,Who will help me to be a Millionaire? #business #small_business #Millionaire #start_small_business #money #start #my #business\n:);),0
751,First class of the day &amp; I have the hottest professor #god #is #good,0
875,It always hurts to be the one who cared more ??,1
2843,Halloweentown was my fave Halloween movie.   :'),0
1005,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",0
2104,Hey Andy Van Dyke Thanks for the recent follow! Happy to connect :) Look forward to your next interesting posts.,0
377,So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,0
1974,I don't think anyone fully comprehends how my back pain affects me emotionally.,1
161,The team looked so uninspired after 20-30 mins day. You'd think the HT team talk would have helped. Guess again.,0
260,â™?I Don't Love You Anymore - ANOHNI,0
277,Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,0
2254,Applied to 5 universities already. Now I need my Fasfa and scholarship letters,1
3200,I will never be enough for my family,1
466,"To recreate my romantic memories, I'd just put a chip on my shoulder  #masterchefau",0
2697,Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??,0
1576,When your idol Julius is murdered by senators...,0
2072,133    ?????????????????????2??????????????????????????????????????????????????????????????   ??????????????????? ??????????  ???????????????2???????????????????????   ????????????????????????????????????????????????w   ???????????????????????????????.......   ???????????????????????????????????????  ?????????.......  pic.twitter.com/k1dJsD31gy,0
1995,So much for riding September October. Minimum November so let's just say done for the year??,0
2286,"how much attention does a kid need that he tags  and  on his instagram post, man up lil bih",1
2723,@joerogan I looked at the eclipse without glasses and now I have x-ray vision! #awesomeness,0
601,Share your #smile today!,0
1000,Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,0
1399,Make her burst into laughter bcs of you.,0
512,I've just ate 5 bags of sweets. WHAT IS LIFE,1
3193,"honestly just wanna watch OTH & have no Netflix to do that, so ",0
2068,Joy comes when you stop choosing circumstances that make you miserable. It takes courage to create a #joyful life.,0
1104,@Ithika Loving it! 😂,0
1141,Having a bad day @TescoIrl #nightmare,1
1420,Still wondering if SyFy can have a theme song for ?   pic.twitter.com/E7li3gwIfU,0
2026,Feeling #adorable in my WalMart pajamas. #JenniMiller #JenniMiller29 #louiselinton,0
3120,"Asked our girls how they would react if their best friend didn’t invite them to their birthday party.... one of them said “ don’t hit me up, only real ones know what’s up”.",0
2259,"Well that's that, seeing my way out of this shitty yr,with a shitty night in bed,feel ill still and miserable... ???°???°???°???©",0
1673,That dismissal has me looking for a strong drink :(,1
1711,Eeyore was my favourite Winnie the Pooh character growing up.. now I understand why ??,0
2685,132    ????????????????????????????????????????????????????????????????????  ???????????????   ????????????????????????   ??????????w????????????????????????????????????    ???????????????.......   ????????????????????????????????????.......  ???????????????2??????????????????????????  pic.twitter.com/RdzmWejXLZ,0
1203,@ButUCanCallMeZ I always wondered your feelings on this and I'm so glad to hear it. 😊,0
2315,"Sometimes when you plan your day to be the most productive, depression puts you down anyway. You have to be your best even then and proceed with your plans.   ",0
1575,"It’s a bit funny to me, although you’re everything to me\nsometimes I am no better than a stranger\n-Sing for you- 😊",0
753,had noodles for tea\nyummmmmmy\n#yum #yummy #ddlg #abdl #chgl #noodles,0
3015,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",0
819,Operation hang out at the Cleveland airport today.,0
663,"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious",0
3040,Thames beach #datamosh #glitch #glitchart #digitalart #abstractart #newmediaart #imagemanipulation #londontown #riverthames  #dystopia,0
379,Hello darkness my old friend  I've come to talk with you again...,1
2075,Alone? We have no family coming this year..hit me up for a chat! Would love to keep folks company :),0
2868,"A  person may report multiple physical symptoms such as fatigue, headaches, or digestive problems.",0
59,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head",0
83,Anohni's  is the underrated album of the year.,0
2437,I think our dreams can motivate us more than our fears can paralyze us.'  ~  Chris Hogan  #dreams #fears #life,0
1142,"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",1
3218,I am drinking kinda a lot these days,1
302,I'm so in love with that smile of yours🖤.,0
1645,These overwhelming emotions are too much,1
1716,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕",0
2185,so I just found out that my crush is gay neh..and mind you I have an ex who is gay..I think am cursed,0
2432,Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.,0
503,Today I ate 1 month old rancid meat because I forgot what month it was.   .,1
2858,"smile princess , it looks good on you ..",0
969,Wish there was more to my life??‘½,1
874,It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0
3204,I feel like a horrible human being for screwing things with literally everyone,1
1455,"When being #productive (doing the things that NEED to be done), #anxiety levels decrease &amp; #libido increases. #personalsexuality",0
2151,Great way to end the day(night?morning?) #😄,0
728,i miss being 13 because now im 17 and,1
491,Confidence c|mos not from always being right but from not fearing ho be wrong.-Peter ;. Mcintyre,0
1207,I always get  between Dec. 26 and . And really on into January. ?,0
651,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too,0
1652,Out drinking by myself self got that  feel today bois,1
249,Being lost in my own mind,1
2508,@talkfreelyalway @westbrookdanni Haha 👌🏼it's nice to know you take the time to find out so much about me too #flattered 😘,0
913,The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1
2915,Mindfulness Therapy is the application of depression for healing  and  and emotional pain. This is a very powerful approach once you have learned how to do this.,0
1925,low-key high-key  i’m not at kcon la rn?? I WANNA GO SO BAD OMG y’all better catch me next year at kcon la 2020 having high-touch with my boys seungwoo and eunsang akshsj,0
1174,I never thought I'd see my life represented as an emoji     pic.twitter.com/GkCLHHZ1sT,0
2964,I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,0
2038,@Walu2go @ThisisLukeOwen Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness,0
3217,I think I am having digestive issues for quite a while now,1
2209,Dean Fujioka's History Maker is on Spotify as well as Breaking Benjamin's Dear Agony. #amazing #wonderful #iloveyouspotify #noonecaresbutido,0
626,DC Young fly is hilarious man.,0
1899,Made my day. Thankyou very much!! ...,0
1853,â™?Violent Men - ANOHNI,0
446,"I feel like it again, it's been so long since I've been life this. I want to but I don't.  ",1
1007,Wanted a sweater but promised I wouldn't buy one for the rest of this month,0
3138,Going over the #script for this weekend! Can't wait to start #filmming! #actorslife #ActressLife #actress  #horrorfilm #HorrorMovies,0
2804,PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!...,0
2388,@LifeWithSelG #Despacito u came into my life\nur aroma flared my life up\nur almond-eyes makes my #Pulse gushing\nur #smiles gleam me bright,0
2173,"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",1
2952,"The  in  disorder is deeper, darker, and more persistent than in unipolar disorder (depression).",0
2517,My new friend from the Memory Cafe supporting & raising money to help those with    pic.twitter.com/YuN4foPKLY,0
77,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,1
2783,♪ Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... ♪,0
451,Combined with ignorance on mental health. How hard is it to at least accept that the brain might be a really complicated organ?,0
1361,party tattoos by dodie has become my cheer up song ✨,0
1183,Can people please stop posting pics with their families. Thanks.,1
909,My hittas a shake the spot if I point my finger,0
2974,"Even though it is raining, sun will shine #AndrewGoldman_I @AndrewGoldman_I #wisdom #think #philosophy #knowledge #life #happy #joy #best",0
186,Life's turned out totally different than you thought_You're lost & alone_Desperately Need Help-JesusChristHeals&SavesASK,0
105,Then come Jan 1 . Like u can just stop depression kmt  pic.twitter.com/ejRYNYHN6s,0
137,"New Years Eve,The day I always dread.???? ",0
1372,"you all depression ever made you stay home and cancel plans for weeks, but then feel like you're going crazy cuz you're home all the time? ",1
933,Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 🙋🏽‍♂️🙋🏽‍♂️ #Qld by 8,0
2689,@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,0
1975,#Laughter strengthens #relationships. #Women are more attracted to someone with the ability to make them #laugh.,0
644,For all the years I took the lynx box sets for granted and this year I didn't get one ???¢???‚,0
1300,I had no idea a peanut butter milk shake was an option,0
1209,I'm not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new years,1
2922,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",0
1059,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
1463,u can get an oreo shake at burger king,0
1172,I just want someone to look at me and be proud...I want to feel loved again...,1
2328,I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘,0
2962,Gooood morning it is such a #blessing to see another day all that Read this I hope have a great morning,0
2064,sometimes i have dreams that 5sos are my bestfriends& we hangout a lot but then i wake up and realize they don't know i exist,0
2055,"Have you ever felt so  and , that you had horrible thoughts?Who do you turn to when you have no one? No one you can trust",1
2973,"It was all good  I was enjoying Tv Until out of nowhere ""I used that R200 to arrange the funeral"" appeared ",0
689,Curry really can't play tonight  but the rest of the Warriors got it ??????????????????????????????????,0
3260,That person makes me feel alive,0
1369,All of the outside Christmas decorations are put away!,0
2966,"Wow, you guys @FarPostSA truly rock! You got all the transfer deals spot-on! Well done. #credible #concise #spoton #brilliant",0
2348,No idea what to say to myself,1
2053,I wore all black today as metaphor for my state of mind and also for the state of America on this day.,0
2558,If I ever got paid to be in impractical jokers as one of the people to tell the guys what to do I would do that in a heartbeat #hilarious,0
2115,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams,0
2849,"Human being is a design of expression that despite the  of a situation, regardless of the odds, we still rise in our .",0
342,"They say life's short, but I'm bored already.   ",1
1279,Wondering whether Flight travelling is safe?  How can a plane just go missing?,0
723,@joeAlane @KayleyHignell Think too timid. I think a £50 fee for all for ETs as suggested by @Wonkypolicywonk is way to go.,0
2889,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??’™ ",0
2579,Being an  fan is why this nation NEEDS tougher gun laws,0
1921,Good news.  Ten weeks from Friday will be a pretty good day. #carefree,0
2672,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",0
1441,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",0
916,@MrAlexLawson ... or have an earpiece that feeds him gruelling questions by an irate news editor :),0
2061,i have no classes with my neighbuour or my budster and we don’t even have LUNCH ??,0
653,I'm new to the #instructionalcoach world and would love to know your fave resources! I will be in a high school new to IC. #nervous #excited,0
1009,Tooth aches are the worst ??,0
692,"Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",1
1160,You know life sucks when you just want your mom to kick you out just so you don't have to deal with bullshit anymore,1
2331,RT StayYoungMedia Cure your  without the harmful side effects of  … pic.twitter.com/QZzAgrOZbb,0
1022,@missmarilynx Hahaha @BigScottGibson almost fell off the sofa laughing at that point. The wee jump he did as if he was scared too 😭,0
1045,I am seriously considering takeing a day off just to stream all day really need to 😂 #😂 #streaming #take #the #day #off,0
3246,I do not feel like even moving from bed because I have no motivation for working and the world is slowly gonna destroy and I will slowly disappear,1
531,Welcome to our new follower @RahmanAccess Have a #wonderful Tuesday!,0
2948,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/,1
2347,finally finished one tree hill & now I don't know what to do with my life,0
2781,Sentiment analysis algorithms from Democrats and Mrs. Obama are designed to engineer . Reject it in its entirety.,0
148,Just want to stay in bed all day...,1
882,Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.,1
2112,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major .",0
87,@DOBrienAJC What did you do to rile up all the Roberts?,0
2231,Free yourself from the poisonous and laborious burden of holding a grudge. @SteveMaraboli #quote,0
2494,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,0
2874,When you finally realize your dreams may not happen...??‘???‘????”???”,1
470,@bugwan Crown? Teaching the kiddies to have a flutter?,0
2092,@miracles_J yaaay finally brave enought to comment on their vlive 😅,0
1138,Tweeting about mental illness doesn't make you brave. Having the courage every day to battle an invisible enemy does.,0
739,I was at the beach today. Beautiful beach. Beautiful sand. The sea is great. Don't like jelly fish though.  #messageinabottle,0
2440,Oh Canada 🇨🇦 shouldn't be sung like that. #terrible #MLBTHESHOW17,0
390,Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,1
584,Apparently a mosquito bit the inside of my thigh and all I can think of is how that’s the most action I’ve had in months.,1
943,New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt,0
71,"@mandzvester 😂😂😂\nThats why I work on my own, to many miserable fok around 😂\nAfternoon Smiley😃x",0
2248,@BroxtonDaniel I love you more than anything. I'm so glad we're able to make each other so infinitely happy😊,0
3046,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  ",1
2168,"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the 90's, less so. With my maladies and  burnout last decade, even more less so. The  was pervasive. Discovering this technique gave me some emotional control back...  pic.twitter.com/YS6sWOvlr3",1
2013,Having fun today at Mad museum Stratford upon Avon,0
2646,@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing,0
1581,never had a dull moment with u guys 💕,0
1882,"My littlest brother is leaving for  tonight. Only like 1-2hours left with him.???????Happy for him,  he is moving.",0
1558,"It's sucks when you don't know what is wrong, but you know something is wrong. .   ",1
3258,"I have hurt my SO badly, I do not even deserve to be forgiven",1
2337,Happy Winning Wednesday!! Each day is a day of new possibilities. Keep pushing and keep your head up. #live #love #laugh #reachforthestars,0
221,I can tell by the end of the night I'm gonna cut my arm,1
1358,We are drowning in company but dying for companionship.,0
2455,Goodevening 😆,0
1832,"All up in my  feels, today... fuckkkk  pic.twitter.com/gNza4Pzn0p",1
15,"Me and @DicksonEmily's snap streak is at 260, if that's not amazing I don't know what is #commitment",0
2493,"Once she said you are my world, now she is saying not only you exist in the earth. #pain  #heartbreaking",1
2902,I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,1
2929,@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,0
1647,i got a place at that school and i start monday!! i'm so excited! (even if it is just 3 days haha),0
1750,Deer season has flown by this year...,0
1537,Granny's out ???” I shall eat chocolate to make myself feel better ???­    ??’”,0
2961,I wish I was successful with women ????,1
2580,@TarigsOptimism The way they laughing tho lol 😆,0
385,I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,1
1629,"this is one of those nights where I just want to get in my truck & drive, & think. .? ????",0
2798,103   ???????????????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????? ????????????????????????????????????????.......    ?????????????  ??????????????????????????????????????????????????????????????????????????????????????????  pic.twitter.com/boKg7TqAj7,0
2216,"It doesn’t help that I live on my own in a bachelor apartment the size of a storage locker. I need to find a bigger, & better apartment. , ",1
661,Don't know why I feel so  today. :/,1
130,Done absolute fuck all the last 2days,1
3223,I am just lying on the bed whole day,1
984,I really don't know what I'm going to do about Christmas.,0
858,"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3",0
3003,@ActuallyNPH @RealJamesWoods I didn't realize you weren't acting... You actually are that guy. #smh  #Hercules #ghostsofmississippi,0
2512,"sometimes loneliness is more than just being alone in life. it's the idea of doubt, loss and emptiness. it can be having a family but yet noone to talk to about your problems.     ",0
2987,???”???”???”???”???”???”???”  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ???”???”???”???”???”???”???”,0
2352,"The deep  I thought passed last week has come back stronger than before. I need you, please just text me.  pic.twitter.com/fvfT6oKokh",1
1099,A person with a broken spirit gives up............ nothing but  keeps them up....... and suicide tells them their time is up (Proverbs 15:13),0
2819,I need to cuddle someone sooooo bad!,1
1616,Music can be the worst or best thing    pic.twitter.com/X3zNEgk9td,0
219,I'm shaking in my boots now. The Taffia are in full flow 😂😂,0
622,Relation and connection are not somewhere and sometimes but everywhere and always' Emerson,0
930,@cpwomensopen @BrookeHenderson @CHEOhospital @OttawaHuntClub #Priceless  love those #smiles,0
333,"People: ""Just exercise, you'll feel better."" Full depressed me: ""k"" *bikes 20 miles* *showers* *curls into a ball and weeps* ",1
2323,New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters,0
2066,That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,1
1772,Well I've made the step towards a better 2015 by admitting I need help,1
3231,I think I am having good sleep,0
1027,It is a bit depressing but I cannot wait to explore the rest of the album    pic.twitter.com/U953QJhTfU,0
351,Seriously!? Abigail finds Chad in bed with Belle.. Well Chabby just sunk & I don't think they'll come back from that..,0
1828,Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give n2 the spirit of,1
2630,Don't be discouraged.,0
1041,Lately - nothing has been going right .,1
2749,Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,1
2640,"@exceptions Although I have a nice vulva, I choose not to intimidate other women with it.",0
2523,Really miss family days out   pic.twitter.com/J6Y3PbdCu7,1
1157,Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to...,0
1297,I feel like people only ever text me when I'm sleeping,0
516,"Same old story, same old song and dance. ",0
580,Premier League starts today???? it will definitely keep my mind off things.,0
2813,I am so forlorn there are no words to express it accurately......,1
